,komentarz,nie,tak,klasa
4013,"Przed I WS bylo wiele atakow przeprowadzanych 

przez muzulmanskich eksternistow na sily 

zbrojne USA na Filipinach. General Pershing 

schwytal 50 terrorystow przywiazal do pali i 

rozpoczal przygotowania do egzekucji. Rozkazal 

dokonac rzezi 2-ch swin przed oczami 

terrorystow. Muzulmanie nienawidza swin ktore 

uwazaja za brudne zwierzeta. Ponadto nie 

spozywaja miesa i produktow wieprzowych i nie 

dotykaja swin, gdyz wierza ze zablokowali by 

sobie droge do raju (i dziewic) i trafili do 

piekla. Zolnierze namoczyli naboje w krwi swin, 

po czym pluton egzekucyjny rozpoczal egzekucje 

49 terrorystow. Nastepnie wykopano dol, 

wrzucano ciala i przykryto krwia i 

wnetrznosciami swin. 50-tego terroryste 

uwolniono !! Przez nastepne 42 lata na swiecie 

nie zaobserwowano zadnego przypadku ataku 

muzulmanskich ekstremistow.",0,13,0
4014,Pewnie się śmieje z moich zarobków. ;(,0,5,0
4015,A ty czym sie zapiszesz w historii -arogancja wobec tego co inni robili nadstawiali glowe a ty co zrobiles,24,4,0
4016,"Pamiętajcie jaka jest i zawsze była ROSJA - wroga dla POLSKI - dla przykładu .... atak na Polskę w 1939, okupacja komunistyczna 1945 -1985, atak na Czeczenię, spór o wyspy Kurylskie z Japonią, najazd na Ukrainę, i teraz też kłamią ... Rosja NIGDY nie była naszym ""przyjacielem"". ROSJA w żaden sposób nie szanuje międzynarodowych porozumień po II wojnie światowej. Oni tylko rozumieją ""język przemocy !!!",5,3,0
4017,Pani Redaktor jesteśmy z Panią-widzowie!!!,2,1,0
4018,PREZYDENT NIECH RZADZI I PIS SA UCZCIWE,0,1,0
4019,Zobaczyli tekst na NOWE ORĘDZIE prezydenta w związku ze katastrofą PLN.,0,2,0
4020,Listami Kozaków pan prezes powinien zajmować się w czasie wolnym a nie siedząc w ławach sejmowych - w czasie pracy.,0,3,0
4021,"Jeśli Europejczyk u Arabów ukradnie - ucina mu się rękę, jeśli islamista zgwałci w Europie twoją żonę lewactwo go rozgrzesza; jeśli Europejczyk zgwałci twoją żonę - idzie do pierdla na wiele lat...",0,13,0
4022,Jarek też człowiek,2,0,0
4023,"Jak to czytam - to się cieszę, że zwyciężył PIS (choć na nich nie głosowałem). Może mamy w końcu polski rząd???? który będzie dbał o interesy wielkiego rozsianego po świecie 70-milionowego Narodu Polskiego - a nie Niemców, żydów i islamskich nachodźców???",31,14,0
4024,"To było do przewidzenia i dziwne że Przez tak długi czas nie wykonano połączenia zastępczego, bardziej bezpiecznego.",12,110,0
4025,"Szacunek Pani Dominiko!
Nie ma co firmowac swoim nazwiskiem i autoryzowac tej czystki.",27,7,0
4026,to jest ten porządny wrocek według tej ści rki Dutkiewicza he he he,5,2,0
4027,muszą się śmiać bo inaczej będą wrogami a co z powagą obrad?????,0,0,0
4028,Pewnie ma już lepszą propozycję!,1,0,0
4029,"""Bracia Pascal i Joel Laloux byli właścicielami teatru Bataclan w Paryżu. Pascal Laloux oświadczył, że teatr był żydowski przez 40 lat i dopiero co â 11 września, czyli dwa miesiące temu âzostał sprzedany. Jego brat Joel powiedział w Programie 2 izraelskiej telewizji, że po sprzedaży teatru wyemigrował do Izraela.

Według byłych właścicieli teatr od lat był celem grup antysyjonistycznych, gdyż często odbywały się tam pro-izraelskie eventy.""",0,0,0
4030,"a premierem był wtedy Tusk-ciekawe czy będzie sąd,czy coś za coś",26,18,0
4031,życzymy  im  powodzenia,1,0,0
4032,"Przeczytajcie całość jest na Wikipedii polityczna śmieszna prawda .
Pismo Kozaków zaporoskich do sułtana Mehmeda IV",0,4,0
4033,"myślę, że wtedy by miał inną minę nie sądzisz?",1,3,0
4034,listy mogly przyjsc z jasnej gory ;),13,1,0
4035,"to teraz Putin ma pretekst, żeby połączyć lądowo Krym z Rosją",2,4,0
4036,Brawo Ukraińcy.,3,3,0
4037,"tekst jest super i nic dziwnego że nawet mały rycerz się rozbawił, dziś już prawdziwych kozaków już nie ma a muzułmanie robią co chcą!",0,0,0
4038,Brwo. Postawa godna ISIS.,6,3,0
4039,pwwnie zobaczył nowe memy z Kwaśniewskim,2,0,0
4040,Dużo zdrowia  i siły dla  pana  Kaczyńskiego.,1,1,0
4041,"Przede wszystkim to w Polsce malo ktory rozmowca odpowiada na pytania, zwykle przychodza z wlasnym ""oredziem"", ktore chca wyglosic za wszelka cene ! Z Glinskim bylo podobnie !",4,0,0
4042,Dlaczego KOD nadal milczy w bulwersującej sprawie inwigilacji dziennikarzy i ich rodzin przez służby w latach rządów PO?,43,24,0
4043,Złożyła cv do TVN.,1,0,0
4044,To dobra wiadomość.,1,0,0
4045,A jak Korea Północna .,21,43,0
4046,a to juz zdrada kraju,36,11,0
4047,"Dla Arabii Saudyjskiej Państwo Islamskie jest wielkim sprzymierzeńcem. Jak długo trwa wojna na Bliskim Wschodzie, tak długo można dyktować wysokie ceny ropy. IS nie zaatakuje Arabii, bi Arabia ich wspiera i finansuje !",0,8,0
4048,Ale o nim czytasz.,5,1,0
4049,"Szkoda, bardzo lubiałam wywiady przeprowadzane przez p.Karolinę Lewicką....były bardzo interesujące, mądre i trzymające w napięciu...",1,0,0
4050,mimo podobnej opinii co do meritum proszę o inny styl wyrażania emocji. Chyba że to prowokacja ?,3,1,0
4051,Ta wyglądają rządy PO.To ich prezydent lubi oblądać potnusy i mówi że to szyuka.Dobrze że powoli ludzie będą mogli wybrać co chcą oglądać a nie to co ci z PO chcą żebyśmy oglądali.,7,3,0
4052,Macie jakieś nagrania rozmów?,3,2,0
4053,"Ćwicz strzelanie i trenuj walkę wręcz, bo to na pewno Ci się przyda za kilkanaście lat. Zachód europy już jest przegrany. Mniejszość arabska dyktuje żyjącym tam ludziom, co maja robić i jak żyć ( nie wolno dzieciom zabierać bułek z szynką do szkoły, bo to obraża uczucia religijne islamistów, zamiast świąt Bożonarodzeniowych, będą Święta Zimowe, nie wolno będzie w miejscach publicznych przystrajać choinek, odwoływanie imprez sylwestrowych, itp.). Tam albo będzie islam pełną gęba albo dojdzie do wojny domowej. Nie pozwólmy aby w Polsce było tak samo.",0,11,0
4054,"dajmy szab
se temu rządowi po nas zrujnowało mam nadziejerze jurz gorzej nie będzie",27,6,0
4055,Polacy dobrze już niestety w Polsce było... Teraz lewicowo-populistyczny PiS doprowadzi do bankructwa nasz kraj...,2,1,0
4056,"Mieszkam, w DE od kilku lat może mi ktoś powiedzieć dlaczego nie widziałem tutaj jeszcze takich koncernów jak Carefour, Auchan, Tesco, Fresh, Biedronka, Żabka i tysiące innych, tylko 90% niemieckich sklepów? Każdy niech odpowie sobie na pytanie samemu.",13,7,0
4057,Pewnie Petru lub Gasiuk wnioskowali o .... przerwę w obradach :):):),22,8,0
4058,bo jest prawdziwym patriotem - jak juź,1,0,0
4059,Chcieli do ruskich?to niech teraz ruskie pomoga.,2,2,0
4060,tylko wyszli powinni złożyć mandaty,915,672,0
4061,"Przecież ten sam problem dotknął Helenę Trojańską. Jakby tego nie chciała to by nie była uprowadzona i zgwałcona. Tak przynajmniej uważał autor tych słów, Herodot ojciec Historii. Badania z grudnia z zeszłego roku na kobietach z Neapolu pokazały, ze Włoszki w 48 % marzą o oddaniu się obcemu mężczyźnie nawet gdyby był muzułmaninem. Te dane wcale nie różnią się od tych jakie były w 1944 gdy Włoszki masowo spółkowały a jankesami.",1,0,0
4062,"Myślałby kto, żeś ""potomek starożytnych rzymian"". Europa to chorda barbarzyńców, kiedy semici mieli cywilizację i matematykę, to w Europie dzikie plemiona ganiali za turem.",21,0,0
4063,no daj spokój..toć to ekstra prima sort;),4,2,0
4064,"Bolek, Bolek trzymaj się ????",52,23,0
4065,"Kiedyś takie prawo rościł sobie m.in. Breżniew, a wcześniej ... Hitler!",107,60,0
4066,"Można Kaczora nie lubić, ale mówi prawdę. Mówi jak jest.",8,7,0
4067,"doskonałe, rządowy ośrodek badania opinii społecznej obiektywnie zbadał opinie, na szczęście oszukują sami siebie a nie nas",6,3,0
4068,Głaskał kota.,1,0,0
4069,"A u mnie na wsi co chwilę nie ma prądu, mimo że do Krymu daleko, a jedyny Tatar jakiego znam to ten z mielonej wołowiny. Po prostu jestem na samym końcu linii. Koło mojego domu stoi ostatni słup a w sąsiedniej wsi to już zupełnie inny rejon energetyczny, więc jak cokolwiek się zepsuje to zanim ekipa dojedzie, minie co najmniej pół dnia, a że słupy stare to ledwo trochę powieje, od razu ciemno - czasami kilka razy w tygodniu. Ja po prostu mam zapas świeczek, awaryjne oświetlenie LED na akumulator... Nawet jak prądu nie ma to jest woda, jest gaz",0,0,0
4070,Gadu gadu dajmy ludziom czas . A złowieszczenie znowu koryta wam nie napełni.,2,0,0
4071,Brawo pani Dominiko !!! Trzeba mieć klasę a pani ją ma.,6,3,0
4072,"Może tak słówko o niespełnionych obietnicach Tuska i jego Platformy ""Obywatelskiej""...? PIS rządzi 2 miesiące a zrobił przez ten czas coś czego żadna z partii nie zrobiła przez 25 lat. Wyczyścił publiczne media z opłacanych funkcjonariuszy postkomunistycznej bandy niszczącej Polskę.",42,13,0
4073,"Wreszcie ""kawałek' ludzkiej twarzy prezesa, ale pan się śmieje, a tu ""kraj w ruinie""!",2,5,0
4074,"Przecież Pan Putin jedynie siłą myśli potrafi uruchomić prąd na półwyspie, nie ma obaw, a jak zanurkuje w morzu czarnym, to tyle prądu nawyciąga, że hej.",6,5,0
4075,"jak dotąd tak , zawsze miał rację",0,0,0
4076,"bolek nie nerwujsie , teczki już spaliłeś to ci na pukiel mogą skoczyć.  ale ja tam wiem swoje ;-)",128,80,0
4077,"Kolejna ukraińska prowokacja. Był lot MH17, wcześniej AN-26.",0,5,0
4078,"Jeżeli uczeni w muzułmańskim prawie szariatu wygadują takie brednie to jak ma mnie to przekonać do tego że muzułmanie nie są dla nas zagrożeniem, jak to forsują niektóre jeżeli nie wszystkie środowiska lewicowe. Sorry islam przejdzie może w Niemczech ale nie w Polsce.",0,34,0
4079,"A mnie się podoba,że Pan Prezes potrafi się śmiać, szkoda, że tak rzadko bo najczęściej jest naburmuszony.A śmiech to zdrowie i to jest oczywista oczywistość, więc na zdrowie Panu Prezesowi życzę jak najwięcej powodów do uśmiechu.",3,1,0
4080,"gaspadin putin eto konieczno zielone ludziki , a dynamit kupili w sklepie myśliwskim",2,0,0
4081,Zobaczył wypowiedz Tuska pewnie,0,0,0
4082,Drugi sort,32,17,0
4083,Brawo PIS ! Naród z wami.,8,7,0
4084,Brawo Pani Dominiko. Pełny szacun dla Pani!,8,4,0
4085,"Biedna kobieta, jak ona teraz wyzyje za pensje 5000 zl, jesli tak znajdzie.",1,0,0
4086,"Wszystko to robota opozycji i Petru, Przecież Miler przyznłl się , ze Trybunal i wybór sędziow, to byla transakcja wiązana, w piątek w programie ""Piaskiem po oczach"" ,można posłuchac, czy naprawde tak trudno uwierzyc, ze rząd pragnie aby normalnemu obywatelowi  żyło się LEPIJ,  tak łatwo się można dać podkręcic . .",2,0,0
4087,kto nie chce oglądać to niech nie idzie do teatru.dlaczego innym zakazuje się co chcą zobaczyć.,3,1,0
4088,Władimir Władimirowicz P.,5,5,0
4089,SMIECH  TO ZDROWIE.  DUZO  ZDROWIA  PANIE JAROSLAWIE.,0,0,0
4090,"Wredny PIS nie zwolnił Wielowieyskiej, ale pozwolił jej odejść samej aby poprawić swoją reputację, ale wam się przechery nie udało bo zostaliście rozpoznani, zaskoczeni i rozbrojeni  Hough!",4,2,0
4091,"Wreszcie super inicjatywa Petru.
Klub Nowoczesna rusza z ideologiczną ofensywą i proponuje legalizację związków dla mniejszości seksualnych. Przedstawiciele organizacji pozarządowych zostali zaproszeni przez klub Ryszarda Petru do konsultacji społecznych w tej sprawie. Była posłanka Janusza Palikota Anna Grodzka podkreśliła, że âto jest bardzo ważne dla całego ruchu LGBTâ",3,3,0
4092,Oj tam oj tam..sa mlodzi i jurni wiec ci sie dziwic,1,0,0
4093,Węzełki by sie to potwierdziło to nich sie nie pokazuje w Polsce,108,3,0
4094,Alaske Rosji???  Rosja sprzedala Alaske!,0,0,0
4095,Ładne zajęcie mają pis-kie niby posłowie.Gdzie jest marszałek?????,0,5,0
4096,"Nic dziwnego . Ktoś napada na mój kraj , morduje moich obywateli , a ja mam jeszcze dostarczać mu prąd ?",2,0,0
4097,Ten śmiech nadaje się pod Trybunał Konstytucyjny,11,30,0
4098,"teraz pis zmarnuje 2, a następne 6 trzeba będzie to naprawiać.",24,7,0
4099,"i dobrze,nie ma przyszłości bez wyjaśnienia prawdy co się stało w Smoleńsku.Szelą prokurator uciekł i juz nie jest prokuratorem wojskowym,niby chory.",6,4,0
4100,"Ewelina,no to ciekawe czy tobie wolno tak spontanicznie zachowywać się w pracy.",0,0,0
4101,"A co w tych rządach PIS-u było złego?- czy to, że walczyli z wszechobecną korupcją?",1,6,0
4102,"Pamiętacie meksykańców na plaży w Gdyni zaczepiających Polki ,jak się nacieli na kibiców ze Śląska ,kogo wtedy karano?",1,25,0
4103,"Popierajcie  ich  bardziej !  Dzięki ich ""nocnym dobrym ustawom "" mój bank obniżył oprocentowanie konta oszczędnościowego  z 3 % na 2,7 % - czyli o 10 % . Cieszcie się zwolennicy P I S - u . Idzie  dobra  zmiana  !  Damy  radę !",4,2,0
4104,Ludzie !!!! A o co WAM chodzi ?,2,1,0
4105,idę na studia konczę mam 23-24 plus 35 lat pracy to ile mam lat jak ide na emeryture? 58-59   Ide do pracy po liceum plus 35 lat pracy to mam lat 55,1,0,0
4106,sondaz i miejsce swetru  ..,6,7,0
4107,"Jaka ""salwa""? - czy jarkowi ktoś pomagał się śmiać? Chyba ""atak śmiechu"", czy ""wybuch śmiechu""? Czy rozumiesz znaczenie słowa ""salwa""?",1,0,0
4108,"Ukraina powinna przestać przesyłania prądu, wody i żywności na Krym i do strefy walk w Donbasie. Co to za cudaczny i nie wydarzony kraj który swojemu wrogowi ułatwia życie na zajętych bezprawnie terenach. Giną ukraińscy żołnierze w walce a ukraiński rząd nie panuje nad swoim krajem.",0,0,0
4109,"Jak już chcemy wyjaśniać rzeczy dziwne, to może pierwszeństwo będzie miał gen. Sikorski i śmiało, ostro do angoli albo przed arbitraż międzynarodowy za utajnienie akt.",6,3,0
4110,"Miałam sen....Śniło mi się, że PO znowu wygrało, nie samo, ale PO przebrane w Nowoczesną, z którą po wyborach się zjednoczyło. Co było dalej?? Otóż okazało się że pewna pani faktycznie obiecała przyjąć do nas 100.000 ubogacaczy kulturowych. Każdy z nich mógł sprowadzić swoją rodzinę zwykle to od 6 do 8 osób. Po roku było już w Polsce 800.000 ubogacaczy. Okazało się, że przez rok nie byli w stanie nauczyć się polskiego - co oczywiste, bo to być trudny język. W związku z tym nadal żyli z datków socjalnych. Polska mogła albo podnieść podatki albo znowu się zadłużyć...Wiek emerytalny też można jeszcze podnieść - najważniejsze byśmy zostali wzbogaceni kulturowo. Okazało się, że nasi nowi towarzysze pomnażają swoje osoby bardzo szybko. Kiedy w Polsce przeciętna rodzina ma 1,39 dzieci u nich ten wskaźnik jest od 6-8 dzieci na rodzinę. Cóż za szczęście!! Po 18 latach liczba ubogacaczy zwiększyła się 4-krotnie!!! Cóż za szczęście! Okazało się, że wśród nich kilku to naprawdę tęgie głowy i świetnie sobie radzą w polityce. Zagłosowali za nimi wszyscy ich pobratyńcy a oni to doskonale wykorzystali forsując prawo o nieskończonej ilości meczetów, minaretów i obowiązkowym szariacie. Cóż za szczęście!!!!! Z książek do historii nasze dzieci zaczęły się uczyć wreszcie prawdy o tym jak największy polski ISLAMOFOB JAN III SOBIESKI podle postąpił i niegodny jest być nazywany mianem bohatera. Cóż za prawdziwe stwierdzenie! Po kilku latach UE zmieniła nazwę na FRAJELANDIA. - co sądzicie to był koszmar czy może proroczy sen jak kiedyś ludzie ogłupieni przez TVN wybiorą nowoczesną targowicę Swetru!Trzeba wspierać PIS by do tego nie doszło !!!",2,17,0
4111,"Znalezione w sieci:  Polską rządzi GTW - Grupa Trzymająca Władzę (WSI, prokuratorzy i sędziowie). Sieć jest trzymana za mordę groźbą samobójstw, wszyscy są podsłuchiwani. GTW steruje mediami. Powołała PO. W 2005 PIS zamieszał bo wpadli na trop GTW. Blidę skasowano przy aresztowaniu bo dużo wiedziała i wsypałaby. Koalicję PIS rozbito. Przejęto PKW i odtąd wybory są fałszowane. Jak Lech Kaczyński wzmacniał siły zbrojne i blokował rząd PO, to go skasowano. Powołano Bronka figurantabo mają haki. Przez 8 lat był raj. Z inwestycji i prywatyzacji brano 10-20%. Wymiana PKW namieszała a KKW patrzyła na ręce. Podstawili tylko 15% głosów i nie utrzymano Bronka. Ich sondaże dawały 60% PIS, 6% PO, 1% PSL i 25% Kukiza. Było źle i zmieniono ustawę o TS o odwołanie Prezydenta i podstawiono 5 sędziów w TK. Pokazywano sondaże że PIS i PO mają podobne wyniki by uwiarygodnić końcowe. Petru to twór GTW i ich kasa - żaden kredyt Petru. Palikota wsunięto do SLD by pociągnął ich na dno (Palikot to twór GTW). Kukizowi wciśnięto na listy kretów by skłócili środowisko. Powołano 200 osób do pisania na forach źle o PIS i Kukizie a dobrze o PO i Petru. Nie dało się podstawić dość kart i PIS dostał władzę. Odjęto Kukizowi a dodano PSL by nie zmieniono konstytucji. GTW poszła na ośmieszanie Dudy i PIS, że oszukali wyborców, że wzrosną podatki i ceny. Ma być akcja że PIS chce wojny domowej i grozi wojną z Rosją, Niemcami i UE, że PIS to faszyzm, totalitaryzm, zacofany katolicyzm i wstyd na całą Europę. Lis ma słać krytyki do gazet w Niemczech i USA i pisać że âzachodnie media krytykują PISâ. GTW wie że PIS jest w posiadaniu informacji o nich i nie dopuści by Ziobro przejął prokuraturę. Śmierć Kulczyka upozorowano by nie świadczył bo idzie o giga przekręty z udziałem pierwszych osób. Odstąpiono od TS dla Ziobro i Kaczyńskiego bo była obawa że je ujawnią. Ułaskawienie Kamińskiego przeszkodziło, bo ten dużo wie. Kopacz miała wyjazdowe posiedzenia by montować podsłuchy w regałach, biurkach i pod tynkiem na sufitach (ponad 100). Komórki i email PIS i Kukiza na podsłuchu. Duda ma podsłuch wszędzie - była wrzawa jak pojechał w nocy do prezesa bo tam nie mają. GTW powołał KOD do zamieszek. Jest plan skasowania Dudy i rozwiązania Sejmu, postawienia Dudy, Kaczyńskiego, Ziobry, Macierewicza i Kamińskiego przed TS i rozwiązania PIS. Jest ustawa zakazująca demonstracji. Dlatego PIS powinien wymienić PKW, zrobić nowy program i powołać nowy tryb wyborów bez nieważności głosów i wymienić skład TS i TK. Musi pilnie przejąć TVP. Tym uratują siebie i Polskę. GTW nie podda się i nie zatrzyma przed zamachami bo ma do stracenia giga finanse. Wyprowadzą ludzi na ulice i będą prowokacje z niszczeniem mienia przez przebranych âkiboliâ",16,7,0
4112,pczywiście zrobiły to służby Ukrainy.To az bije w oczy,0,3,0
4113,"W Polsce nadzór nad CBOS sprawuje prezes rady ministrów, czyli przedtem Ewa Kopacz, a teraz Beata Szydło i wszystko na ten temat.",3,1,0
4114,a gdzie wtedy był KOD i ochrona demokracji???? czy KOD teraz zaprotestuje w związku z ujawnieniem takiego łamania wolności obywatela?????????,27,26,0
4115,"Prezes oglądał kabaret Pod Wyrwigroszem i ich ""Kryśka,Kryska""",0,0,0
4116,"Pytanie dlaczego tak późno. Skoro Rosja zajęła Krym to niech im dostarcza prąd. W Donbasie pewnie też tak jest, że niby wojuję a prąd, broń dostarcza Ukraina. To nie logiczne. To samo z wypłatą świadczeń. Jak ktoś się deklaruje, że chce do Rosji to niech rosja wypłaca świadczenia.",2,1,0
4117,Cały numer polega na tym że jest prezesem i TK go nie rusza i z tego się smieje,0,1,0
4118,PiS jak rządził z Lepper i Giertychem to co robili. PIS i PO powinny mieć zakaz rządzenia.m,4,1,0
